id_luminaria,fecha_instalacion,horas_uso_acumuladas,porcentaje_vida_consumida,vida_util_real_calculada,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,dias_restantes_estimados,dias_restantes_predichos,horas_restantes_estimadas,nivel_riesgo,prioridad_mantenimiento,estado_actual,fecha_falla,fecha_cambio,motivo_cambio,prob_falla_alto,prob_falla_medio,prob_falla_bajo
LED-00125,2021-01-13,44520,82.26,54121,3710,21.626310677984225,55.7317080798274,220.64457648162937,400.0,366.2726743481547,9601,MEDIO,3,OPERATIVO,,,,0.0191795395666238,0.008943396226415,0.9718770642069612
LED-00126,2019-09-06,56400,183.18,30788,4700,19.45542504396217,65.85356863040552,223.6766927728018,-1067.0,,-25612,REEMPLAZADO,0,REEMPLAZADO,2022-09-26,2022-10-02,FALLA,0.0,0.0,0.0
LED-00127,2020-06-20,49488,201.35,24578,4124,19.249220778929523,61.47916686542193,221.9535436514609,-1038.0,,-24910,REEMPLAZADO,0,REEMPLAZADO,2022-11-10,2022-11-16,FALLA,0.0,0.0,0.0
LED-00128,2020-11-09,46080,152.52,30212,3840,23.375141948789828,40.59131613263092,218.62465149190743,-661.0,,-15868,REEMPLAZADO,0,REEMPLAZADO,2023-11-21,2023-11-28,FALLA,0.0,0.0,0.0
LED-00129,2021-12-03,36744,100.75,36469,3062,19.945377527995632,61.66800795566978,223.13417880863773,-11.0,,-275,REEMPLAZADO,0,REEMPLAZADO,2025-07-06,2025-07-07,FALLA,0.0,0.0,0.0
LED-00130,2023-04-05,25032,56.04,44669,2086,23.344681092565168,46.14952886247463,219.75888638156607,818.0,836.5969955680101,19637,BAJO,5,OPERATIVO,,,,0.0,0.008943396226415,0.9910566037735848
LED-00131,2020-07-18,48816,176.92,27592,4068,20.07538746745034,51.390772245018006,221.54176965508884,-884.0,,-21224,REEMPLAZADO,0,REEMPLAZADO,2023-05-12,2023-05-14,FALLA,0.0,0.0,0.0
LED-00132,2021-10-29,37584,73.93,50834,3132,21.275293217529924,56.5614154255594,220.6167591748119,552.0,520.762254255152,13250,MEDIO,4,OPERATIVO,,,,0.01,0.0,0.99
LED-00133,2020-04-23,50880,120.26,42308,4240,21.89944958599611,66.83656680682274,222.7991315356839,-357.0,,-8572,REEMPLAZADO,0,REEMPLAZADO,2024-12-15,2024-12-19,FALLA,0.0,0.0,0.0
LED-00134,2020-08-10,48264,131.03,36833,4022,22.333073717286936,59.00434659478442,219.5473261125992,-476.0,,-11431,REEMPLAZADO,0,REEMPLAZADO,2024-04-29,2024-04-30,FALLA,0.0,0.0,0.0
LED-00135,2020-09-26,47136,109.58,43014,3928,20.17845861215495,40.551720296424,223.485792839363,-172.0,,-4122,REEMPLAZADO,0,REEMPLAZADO,2025-01-06,2025-01-07,FALLA,0.0,0.0,0.0
LED-00136,2022-07-18,31296,85.36,36662,2608,20.192441765497648,56.6253400754738,221.9085223301112,224.0,234.5798817187248,5366,MEDIO,3,OPERATIVO,,,,0.0,0.0187621429897501,0.98123785701025
LED-00137,2023-03-16,25512,74.41,34285,2126,25.20014913478484,66.21670232687546,221.58447861302184,366.0,361.0360476402886,8773,MEDIO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-00138,2022-04-08,33720,82.14,41050,2810,19.4029702289876,67.4323583777488,220.51262314935244,305.0,300.27187787598416,7330,MEDIO,3,OPERATIVO,,,,0.0,0.0099267015706806,0.9900732984293192
LED-00139,2020-05-23,50160,127.08,39472,4180,18.66238934340101,58.09456328399165,219.47209465808797,-445.0,,-10688,REEMPLAZADO,0,REEMPLAZADO,2024-08-25,2024-08-29,FALLA,0.0,0.0,0.0
LED-00140,2020-04-02,51384,229.09,22429,4282,23.75236724147396,48.91365146869525,221.39842784178137,-1206.0,,-28955,REEMPLAZADO,0,REEMPLAZADO,2022-07-18,2022-07-20,FALLA,0.0,0.0,0.0
LED-00141,2023-02-16,26184,45.87,57077,2182,19.71952302872605,40.93549405183854,219.57358426579896,1287.0,1273.897026068798,30893,BAJO,5,OPERATIVO,,,,0.0,0.009883236030025,0.9901167639699752
LED-00142,2020-04-24,50856,136.94,37136,4238,22.774742791335115,50.02731672450882,222.6254732224749,-572.0,,-13720,REEMPLAZADO,0,REEMPLAZADO,2024-03-09,2024-03-12,FALLA,0.0,0.0,0.0
LED-00143,2021-10-24,37704,98.32,38348,3142,24.5528185413936,63.982476369069374,222.16817882512655,27.0,,644,REEMPLAZADO,0,REEMPLAZADO,2025-09-02,2025-09-03,FALLA,0.0,0.0,0.0
LED-00144,2022-06-10,32208,77.34,41645,2684,20.887791175520213,42.747462199799024,223.50388145277347,393.0,390.8489014288857,9437,MEDIO,4,OPERATIVO,,,,0.0,0.0096932515337423,0.9903067484662578
LED-00145,2021-10-28,37608,132.4,28405,3134,24.4524891828916,59.76350100132152,222.15365938710715,-383.0,,-9203,REEMPLAZADO,0,REEMPLAZADO,2024-11-19,2024-11-20,FALLA,0.0,0.0,0.0
LED-00146,2021-05-14,41616,105.46,39461,3468,19.769675534556814,69.63004023989942,223.66435603811968,-90.0,,-2155,REEMPLAZADO,0,REEMPLAZADO,2025-06-24,2025-06-26,FALLA,0.0,0.0,0.0
LED-00147,2019-12-20,53880,125.07,43081,4490,25.39516956301224,69.13174735496104,223.66559893468065,-450.0,,-10799,REEMPLAZADO,0,REEMPLAZADO,2024-05-02,2024-05-05,FALLA,0.0,0.0,0.0
LED-00148,2021-10-24,37704,94.97,39702,3142,24.756395188280564,49.57301419729767,222.9734928449041,83.0,71.85117545585376,1998,ALTO,3,OPERATIVO,,,,0.025723905480273,0.6999784450557862,0.2742976494639407
LED-00149,2023-03-07,25728,80.47,31971,2144,18.61562561303367,60.88866327634419,220.0392497826084,260.0,261.24237721765456,6243,MEDIO,3,OPERATIVO,,,,0.0082398956975228,0.0,0.9917601043024772
LED-00150,2020-02-07,52704,141.63,37211,4392,22.315930339002698,63.721694945168906,219.91251501759243,-646.0,,-15493,REEMPLAZADO,0,REEMPLAZADO,2023-11-19,2023-11-20,FALLA,0.0,0.0,0.0
LED-00151,2023-01-10,9024,22.55,40024,6768,18.195206252452305,66.1029662170279,218.12761646510236,3875.0,3870.954869643047,31000,BAJO,5,OPERATIVO,,,,0.0,0.0187546082859133,0.9812453917140868
LED-00152,2022-05-23,10880,23.83,45662,8160,25.51254158810317,63.963497073209965,223.9876046632,4348.0,4326.408572782719,34782,BAJO,5,OPERATIVO,,,,0.0,0.0099267015706806,0.9900732984293192
LED-00153,2022-11-04,9560,19.84,48182,7170,23.02004370574696,66.21031342559016,223.90450081519575,4828.0,4819.709618665896,38622,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00154,2023-03-15,8512,27.6,30839,6384,21.37085601821656,62.12746904766674,219.4326628746098,2791.0,2803.066750261878,22327,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00155,2021-07-07,13440,40.26,33383,10080,19.86886200839928,41.26279568909086,218.1072436084005,2493.0,2485.134432287057,19943,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00156,2021-02-16,14568,39.48,36896,10926,21.074613177277453,60.389418480792095,219.3095233271904,2791.0,2770.75691867453,22328,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00157,2019-08-23,18912,51.93,36420,14184,21.73921208999896,58.40234167632123,219.00220367655243,2188.0,2149.408534991368,17508,BAJO,5,OPERATIVO,,,,0.0,0.01,0.99
LED-00158,2019-12-02,18104,49.27,36747,13578,25.541854193081004,59.48939946977106,221.6464207692732,2330.0,2330.4179487111296,18643,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00159,2019-11-04,18328,66.29,27649,13746,19.49150609715404,63.3875342070026,220.1007515550004,1165.0,917.2042593925026,9321,BAJO,4,OPERATIVO,,,,0.008081841432225,0.0369799698635994,0.9549381887041756
LED-00160,2021-11-27,12296,35.25,34878,9222,25.07028707970741,67.83256849585639,223.9694469358786,2823.0,2811.5205041184868,22582,BAJO,5,OPERATIVO,,,,0.0,0.0099267015706806,0.9900732984293192
LED-00161,2023-01-02,9088,27.73,32768,6816,19.23116725071884,64.47499374971854,219.34664343102,2960.0,2955.272630503908,23680,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00162,2022-10-31,9592,36.62,26191,7194,22.743519478733624,57.402586235134336,218.5489210243865,2075.0,2082.250682009388,16599,BAJO,5,OPERATIVO,,,,0.0,0.0554063199118154,0.9445936800881846
LED-00163,2022-12-26,9144,24.8,36865,6858,25.645211985838028,65.86382851796353,222.85709644834927,3465.0,3555.250822418976,27721,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00164,2022-09-18,9936,22.6,43959,7452,18.69589407929128,52.25359639212096,220.2361311020739,4253.0,4237.208053510331,34023,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00165,2020-03-12,17296,36.37,47550,12972,19.76146561559849,60.49776290978788,218.4567851569418,3782.0,3751.5075264569314,30254,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00166,2021-08-30,13008,36.21,35927,9756,21.844692618613184,57.77223353978553,222.9480857955509,2865.0,2768.861997460841,22919,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00167,2020-01-12,17776,34.11,52118,13332,25.029039890841265,63.92278064820785,221.95071100795056,4293.0,4268.493835176924,34342,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00168,2020-10-01,15672,52.58,29806,11754,23.66690381372028,65.11039985091017,222.1848287700157,1767.0,1769.876458630037,14134,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00169,2023-04-20,8224,16.99,48397,6168,25.046966073591427,66.15530583235696,218.17548369820736,5022.0,5032.3040830666905,40173,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00170,2021-03-18,14328,25.98,55153,10746,20.680950834073137,62.30524768874823,218.96455937628983,5103.0,5072.106272011536,40825,BAJO,5,OPERATIVO,,,,0.0,0.0099267015706806,0.9900732984293192
LED-00171,2023-05-04,8112,20.88,38848,6084,22.935415347005936,69.43558534082271,221.7908811621,3842.0,3854.818468051315,30736,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00172,2022-11-08,9528,21.81,43679,7146,22.319883037726843,63.39536185453431,218.64188383296172,4269.0,4274.540925354482,34151,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00173,2022-02-12,11680,27.23,42890,8760,23.060975145071584,67.96084316530053,218.61505836794407,3901.0,3889.50880354982,31210,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00174,2021-02-09,14624,26.05,56138,10968,18.54269647284137,49.02890700840449,222.24903253187168,5189.0,5022.451877799025,41514,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00175,2021-03-10,14392,35.81,40192,10794,18.365936270500104,66.14610418457129,223.8409338150644,3225.0,3207.1036921538603,25800,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00176,2022-12-16,9224,25.21,36592,6918,19.040689921045058,62.74789587787068,218.1475214987528,3421.0,3455.582371051926,27368,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00177,2019-09-17,18712,34.26,54612,14034,20.189013330253328,69.91373500473134,220.55708781341585,4488.0,4485.609005664371,35900,BAJO,5,OPERATIVO,,,,0.008081841432225,0.0,0.991918158567775
LED-00178,2020-07-11,16328,48.56,33622,12246,24.358476389999435,60.81046677344466,219.32461767673257,2162.0,2163.407381791191,17294,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00179,2021-07-07,13440,30.31,44344,10080,25.60690849800328,44.531736753427005,220.5940088062556,3863.0,3862.003976963535,30904,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00180,2022-10-03,9816,26.16,37522,7362,23.108207581312683,51.92783193888383,219.64529121409203,3463.0,3465.577322288835,27706,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00181,2023-05-09,8072,19.04,42391,6054,19.704837632200665,40.93402248653534,221.9100009522553,4290.0,4290.205254704517,34319,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00182,2023-05-13,8040,19.03,42244,6030,21.785679253532457,69.04580283744166,219.11315309421872,4276.0,4280.379472736287,34204,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00183,2022-05-29,10832,27.48,39420,8124,24.088191927543992,58.78660964894246,218.78746926609432,3574.0,3492.921483363812,28588,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00184,2019-11-06,18312,45.47,40273,13734,22.933202516165903,63.89611872928529,220.8891341090753,2745.0,2711.5260132971293,21961,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00185,2020-06-12,16560,46.58,35553,12420,18.513671496601077,57.45914205743196,219.6139604266106,2374.0,2383.853672185792,18993,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00186,2021-04-22,14048,28.5,49299,10536,21.64176119265441,40.34861619724302,218.43468132676736,4406.0,4292.782226823825,35251,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00187,2022-09-20,9920,31.25,31746,7440,23.55985508901234,65.80367191567613,222.6791059333601,2728.0,2715.800073440956,21826,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00188,2022-04-05,11264,61.4,18344,8448,18.8394414273454,47.26135047587582,223.91997555960288,885.0,893.1760977808411,7080,BAJO,4,OPERATIVO,,,,0.0,0.045693205157717,0.954306794842283
LED-00189,2022-08-05,10288,28.17,36525,7716,22.477189467895315,40.29312542257551,219.95876784946395,3280.0,3264.2701813547583,26237,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00190,2023-06-13,7792,27.22,28626,5844,20.805015449673448,40.996093263741,218.47147098293013,2604.0,2852.9192123445737,20834,BAJO,5,OPERATIVO,,,,0.0,0.0554063199118154,0.9445936800881846
LED-00191,2021-09-21,12832,37.19,34507,9624,24.40469359287266,46.0045073273443,219.0048954935544,2709.0,2698.5864619539198,21675,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00192,2021-04-11,14136,43.04,32846,10602,23.65180581189521,40.94758434476926,223.6172734774621,2339.0,2341.580444639371,18710,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00193,2022-03-12,11456,30.72,37290,8592,23.71269545705942,64.05184249209375,220.03670115525685,3229.0,3233.970845035396,25834,BAJO,5,OPERATIVO,,,,0.008081841432225,0.0,0.991918158567775
LED-00194,2019-08-27,18880,50.4,37462,14160,25.158533248484225,56.42777128461209,222.90378661977496,2323.0,2329.6584586001536,18582,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00195,2023-05-15,8024,13.94,57573,6018,18.65303985624472,41.81056251971691,219.48261940406087,6194.0,6177.9588819696055,49549,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00196,2022-05-04,11032,36.18,30488,8274,19.753711898864356,69.27595767457393,220.02137475062665,2432.0,2431.1791435751857,19456,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00197,2021-01-02,14928,32.1,46497,11196,22.44290840750105,61.57605334816792,219.3707284479878,3946.0,3973.648054321666,31569,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00198,2022-04-23,11120,28.72,38724,8340,23.202605490775497,45.98627352787435,222.08136945458776,3450.0,3433.7889855860194,27604,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00199,2019-11-20,18200,43.95,41408,13650,23.94165216959985,52.764800033442256,220.07560995528175,2901.0,2726.8546540533525,23208,BAJO,5,OPERATIVO,,,,0.008081841432225,0.0,0.991918158567775
LED-00200,2021-09-29,12768,44.26,28848,9576,18.32087353129986,66.01094488367346,221.4720524514344,2010.0,2013.294284686348,16080,BAJO,5,OPERATIVO,,,,0.0,0.045693205157717,0.954306794842283
LED-00201,2023-03-13,25584,50.57,50589,2132,25.20561491209007,52.65162780620366,219.66096678341032,1042.0,1042.782904949974,25005,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00202,2022-01-08,35880,119.49,30028,2990,22.983732668507862,58.94680660277562,222.3986781344917,-244.0,,-5852,REEMPLAZADO,0,REEMPLAZADO,2025-01-09,2025-01-15,FALLA,0.0,0.0,0.0
LED-00203,2020-09-23,47208,108.31,43585,3934,25.77116075233312,45.42930858128469,223.12631056021743,-151.0,,-3623,REEMPLAZADO,0,REEMPLAZADO,2025-02-08,2025-02-10,FALLA,0.0,0.0,0.0
LED-00204,2020-07-30,48528,142.51,34052,4044,21.562442040021324,55.4445206178907,220.1554002163986,-603.0,,-14476,REEMPLAZADO,0,REEMPLAZADO,2024-04-26,2024-04-30,FALLA,0.0,0.0,0.0
LED-00205,2023-06-07,23520,77.32,30420,1960,20.06506746160902,59.70209993623877,219.95114038534817,288.0,287.67269151779,6900,MEDIO,4,OPERATIVO,,,,0.0082398956975228,0.0,0.9917601043024772
LED-00206,2022-02-14,34992,81.1,43147,2916,25.75856836062836,53.61368624150918,219.4163027800788,340.0,345.8490359764423,8155,MEDIO,3,OPERATIVO,,,,0.0084042553191489,0.0,0.9915957446808512
LED-00207,2022-02-05,35208,137.71,25567,2934,22.93715989283224,61.203316506563375,219.0022514474057,-402.0,,-9641,REEMPLAZADO,0,REEMPLAZADO,2024-09-01,2024-09-03,FALLA,0.0,0.0,0.0
LED-00208,2020-03-29,51480,129.08,39882,4290,23.31043622097444,54.23892627249442,223.0650226938152,-483.0,,-11598,REEMPLAZADO,0,REEMPLAZADO,2024-07-17,2024-07-24,FALLA,0.0,0.0,0.0
LED-00209,2021-10-29,37584,87.18,43112,3132,20.15799689213592,41.712605682679445,221.18701716800615,230.0,,5528,REEMPLAZADO,0,REEMPLAZADO,2026-01-29,2026-01-31,FALLA,0.0,0.0,0.0
LED-00210,2020-09-19,47304,94.05,50296,3942,21.617592226267483,68.01625052583715,219.8969366298605,125.0,,2992,REEMPLAZADO,0,REEMPLAZADO,2025-09-07,2025-09-12,FALLA,0.0,0.0,0.0
LED-00211,2020-05-09,50496,148.43,34019,4208,25.720949571488365,40.148199428032285,223.71087071253945,-687.0,-680.3155599734506,-16477,ALTO,1,OPERATIVO,,,,0.939317083060936,0.0565436453594586,0.0041392715796055
LED-00212,2023-05-04,24336,60.42,40279,2028,21.63791884507087,55.46788085737751,220.9330794815415,664.0,668.2675194553219,15943,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-00213,2023-07-30,22248,75.08,29632,1854,23.637446101893172,46.05560356368845,222.04059459994951,308.0,319.0981817875117,7384,MEDIO,4,OPERATIVO,,,,0.0,0.0185645058339929,0.9814354941660072
LED-00214,2020-07-26,48624,113.98,42661,4052,21.55000175443657,66.04426763132517,219.0628987366843,-248.0,,-5963,REEMPLAZADO,0,REEMPLAZADO,2025-02-16,2025-02-22,FALLA,0.0,0.0,0.0
LED-00215,2019-10-29,55128,122.49,45005,4594,22.94277792160971,66.06714953436155,221.42365847983297,-422.0,,-10123,REEMPLAZADO,0,REEMPLAZADO,2024-07-09,2024-07-10,FALLA,0.0,0.0,0.0
LED-00216,2021-03-02,43368,106.08,40882,3614,23.41210708621797,46.47025457193151,221.95331282139597,-104.0,,-2486,REEMPLAZADO,0,REEMPLAZADO,2025-07-19,2025-07-22,FALLA,0.0,0.0,0.0
LED-00217,2019-11-11,54816,111.86,49003,4568,18.385696310884448,69.31522552663952,220.44144776433723,-242.0,,-5813,REEMPLAZADO,0,REEMPLAZADO,2025-05-03,2025-05-07,FALLA,0.0,0.0,0.0
LED-00218,2020-02-03,52800,197.21,26773,4400,23.907593674010613,66.35546683904043,220.4248419299062,-1084.0,,-26027,REEMPLAZADO,0,REEMPLAZADO,2022-11-29,2022-12-05,FALLA,0.0,0.0,0.0
LED-00219,2022-11-20,28296,57.96,48819,2358,24.38250919086908,53.06749944438799,222.9070052970501,855.0,857.7060457201957,20523,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-00220,2021-11-25,36936,133.5,27667,3078,20.59668663920216,50.99384604614194,220.37703614965557,-386.0,,-9269,REEMPLAZADO,0,REEMPLAZADO,2024-08-01,2024-08-06,FALLA,0.0,0.0,0.0
LED-00221,2019-11-06,54936,173.87,31596,4578,19.81815701810521,42.19587771305331,221.62069156028824,-972.0,,-23340,REEMPLAZADO,0,REEMPLAZADO,2023-01-31,2023-02-02,FALLA,0.0,0.0,0.0
LED-00222,2021-04-30,41952,82.79,50675,3496,21.70795235040458,51.3935734053769,223.1800018974309,363.0,343.8164802692881,8723,MEDIO,3,OPERATIVO,,,,0.0191795395666238,0.008943396226415,0.9718770642069612
LED-00223,2020-06-23,49416,255.74,19322,4118,21.190582247175204,57.40517107681997,221.20161528036127,-1254.0,,-30094,REEMPLAZADO,0,REEMPLAZADO,2022-06-17,2022-06-21,FALLA,0.0,0.0,0.0
LED-00224,2021-03-24,42840,75.69,56600,3570,24.503885909728748,61.54369228679484,223.7331421757296,573.0,538.4614166475156,13760,MEDIO,4,OPERATIVO,,,,0.0093353028064992,0.008943396226415,0.9817213009670858
LED-00225,2021-06-17,40800,110.05,37072,3400,20.812981497917075,43.0426248534765,220.91523055511797,-155.0,,-3728,REEMPLAZADO,0,REEMPLAZADO,2025-07-26,2025-07-29,FALLA,0.0,0.0,0.0
LED-00226,2022-08-11,30720,79.54,38624,2560,20.45831971941029,64.0907769349799,221.23496766005152,329.0,327.8285364184085,7904,MEDIO,4,OPERATIVO,,,,0.0,0.008943396226415,0.9910566037735848
LED-00227,2021-11-24,36960,83.53,44246,3080,21.30839281220281,43.65658280010842,219.08689609720807,304.0,292.6035246255298,7286,MEDIO,3,OPERATIVO,,,,0.0098827208756841,0.0096932515337423,0.9804240275905736
LED-00228,2023-08-02,22176,77.95,28450,1848,22.20130706933648,61.27138785167298,218.64126153856847,261.0,269.30245953629293,6274,MEDIO,4,OPERATIVO,,,,0.0177867234920847,0.0651194346659138,0.9170938418420016
LED-00229,2022-05-29,32496,111.45,29158,2708,22.40181233725009,41.302375985644574,221.7989082535641,-139.0,,-3338,REEMPLAZADO,0,REEMPLAZADO,2025-07-31,2025-08-04,FALLA,0.0,0.0,0.0
LED-00230,2020-05-02,50664,114.97,44067,4222,25.073651706787263,46.84239315846797,219.27226903944936,-275.0,,-6597,REEMPLAZADO,0,REEMPLAZADO,2025-02-21,2025-02-25,FALLA,0.0,0.0,0.0
LED-00231,2021-10-12,37992,132.08,28765,3166,19.894964471795856,63.41576545731586,219.6488362132888,-384.0,,-9227,REEMPLAZADO,0,REEMPLAZADO,2024-09-19,2024-09-25,FALLA,0.0,0.0,0.0
LED-00232,2021-02-08,43896,85.26,51485,3658,23.340399194331763,42.86605941504005,221.74315594805944,316.0,316.5286867214325,7589,MEDIO,3,OPERATIVO,,,,0.0191795395666238,0.008943396226415,0.9718770642069612
LED-00233,2020-09-20,47280,94.56,50000,3940,24.902376620345827,46.50219400272327,218.57428733312096,113.0,125.2277543222863,2720,ALTO,3,OPERATIVO,,,,0.0287263673611858,0.008943396226415,0.9623302364123992
LED-00234,2022-08-20,30504,109.64,27822,2542,22.37357930171256,46.95841288347926,220.34543597543308,-112.0,,-2682,REEMPLAZADO,0,REEMPLAZADO,2025-07-31,2025-08-06,FALLA,0.0,0.0,0.0
LED-00235,2021-12-29,36120,93.89,38468,3010,21.234550144834337,52.84598844776844,222.30558659394904,98.0,99.58061464162996,2348,ALTO,3,OPERATIVO,,,,0.0069284679534865,0.0900984951326125,0.9029730369139009
LED-00236,2020-01-14,53280,94.24,56535,4440,19.027154315633,43.12328948152499,222.34603290277244,136.0,151.42841367225466,3255,ALTO,3,OPERATIVO,,,,0.0290719178070599,0.0,0.97092808219294
LED-00237,2023-01-23,26760,106.95,25020,2230,19.534938597749942,49.70114686346562,219.35993841336196,-72.0,,-1740,REEMPLAZADO,0,REEMPLAZADO,2025-10-26,2025-10-27,FALLA,0.0,0.0,0.0
LED-00238,2022-04-08,33720,90.98,37061,2810,18.54090050873772,64.01069523467085,219.4022724914626,139.0,136.86735955301128,3341,ALTO,3,OPERATIVO,,,,0.0,0.0763138435124878,0.923686156487512
LED-00239,2022-04-29,33216,74.31,44698,2768,20.594670024923005,49.990057391745935,222.01692173118917,478.0,469.96154516103377,11482,MEDIO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-00240,2022-10-05,29400,79.93,36782,2450,22.4622673389602,61.91951530717738,220.79123367370232,308.0,316.7991377146735,7382,MEDIO,4,OPERATIVO,,,,0.0,0.008943396226415,0.9910566037735848
LED-00241,2022-03-19,34200,80.78,42335,2850,23.52003912656533,46.028010659771695,221.2149661068385,339.0,344.94356816698195,8135,MEDIO,3,OPERATIVO,,,,0.0119494111809968,0.0153908234545693,0.972659765364434
LED-00242,2020-02-28,52200,192.23,27155,4350,20.78057219391186,59.94735173461654,222.7726997647384,-1044.0,,-25045,REEMPLAZADO,0,REEMPLAZADO,2023-02-04,2023-02-07,FALLA,0.0,0.0,0.0
LED-00243,2023-03-06,25752,88.86,28979,2146,22.31965704224448,65.26099883129264,221.12574786363223,134.0,141.68432163853413,3227,MEDIO,3,OPERATIVO,,,,0.0082398956975228,0.045693205157717,0.94606689914476
LED-00244,2020-01-21,53112,146.98,36136,4426,19.02170786908188,64.78202890757585,222.69216852602236,-707.0,,-16976,REEMPLAZADO,0,REEMPLAZADO,2023-12-18,2023-12-20,FALLA,0.0,0.0,0.0
LED-00245,2019-09-06,56400,187.74,30041,4700,22.43041792569901,49.16572931974071,220.3818891024457,-1098.0,,-26359,REEMPLAZADO,0,REEMPLAZADO,2023-01-04,2023-01-05,FALLA,0.0,0.0,0.0
LED-00246,2021-05-06,41808,128.79,32461,3484,25.35513578571534,54.90890448717491,223.95294808893988,-389.0,,-9347,REEMPLAZADO,0,REEMPLAZADO,2024-09-27,2024-09-28,FALLA,0.0,0.0,0.0
LED-00247,2019-11-28,54408,140.88,38620,4534,21.04498634781264,66.33922961335209,223.2083401406447,-658.0,,-15788,REEMPLAZADO,0,REEMPLAZADO,2024-02-13,2024-02-20,FALLA,0.0,0.0,0.0
