id_luminaria,piso,area,ubicacion_especifica,tipo_led,marca,potencia_watts,vida_util_nominal,fecha_instalacion,criticidad,horas_operacion_dia,vida_util_real_calculada,horas_uso_acumuladas,porcentaje_vida_consumida,ciclos_encendido_dia,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,fecha_falla,fecha_cambio,motivo_cambio,estado_actual,dias_desde_instalacion,horas_restantes_estimadas,dias_restantes_estimados,nivel_riesgo,prioridad_mantenimiento
LED-00091,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,LG,18,40000,2021-02-16,BAJA,24,33369,43704,130.97,2,3642,21.700277729065185,62.4241281440127,218.22009921734357,2024-07-18,2024-07-21,FALLA,REEMPLAZADO,1821,-10335,-431.0,REEMPLAZADO,0
LED-00092,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Genérico A,18,40000,2021-01-20,BAJA,24,25907,44352,171.19,2,3696,22.093419536925328,55.96340455795947,218.64303206803865,2023-11-29,2023-12-03,FALLA,REEMPLAZADO,1848,-18445,-769.0,REEMPLAZADO,0
LED-00093,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Philips,18,40000,2022-04-29,BAJA,24,49017,33216,67.76,2,2768,21.01827330483698,40.602135933331795,219.93247499349906,,,,OPERATIVO,1384,15801,658.0,BAJO,4
LED-00094,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Philips,18,40000,2023-06-20,BAJA,24,21380,23208,108.55,2,1934,25.12421824591916,57.80777360662146,222.07461391486694,2025-07-30,2025-08-03,FALLA,REEMPLAZADO,967,-1828,-76.0,REEMPLAZADO,0
LED-00095,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Samsung,18,40000,2022-04-18,BAJA,24,36013,33480,92.97,2,2790,22.694728944167032,62.3631842255299,220.58995727737806,,,,OPERATIVO,1395,2533,106.0,ALTO,3
LED-00096,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Samsung,18,40000,2023-07-19,BAJA,24,45888,22512,49.06,2,1876,20.90465837118908,59.377517239948034,221.42466982801346,,,,OPERATIVO,938,23376,974.0,BAJO,5
LED-00097,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Philips,18,40000,2020-01-18,BAJA,24,28319,53184,187.8,2,4432,19.285450986076444,45.59701072153917,219.7105710121631,2022-11-23,2022-11-28,FALLA,REEMPLAZADO,2216,-24865,-1036.0,REEMPLAZADO,0
LED-00098,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Philips,18,40000,2023-03-17,BAJA,24,42030,25488,60.64,2,2124,18.64186996529314,55.73534168710764,220.46238096193798,,,,OPERATIVO,1062,16542,689.0,BAJO,4
LED-00099,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Genérico B,18,40000,2021-09-25,BAJA,24,36084,38400,106.42,2,3200,19.367100699120527,60.05929659773293,223.57625593476553,2025-05-15,2025-05-20,FALLA,REEMPLAZADO,1600,-2316,-96.0,REEMPLAZADO,0
LED-00100,Piso -2,Estacionamiento,Estacionamiento - Sector 10,LED Tubo T8,Philips,18,40000,2022-04-02,BAJA,24,39240,33864,86.3,2,2822,20.23983274928227,63.084787995758106,219.12226249134514,,,,OPERATIVO,1411,5376,224.0,MEDIO,3
LED-00101,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,Osram,18,40000,2020-11-11,BAJA,24,33566,46032,137.14,2,3836,22.88496033953306,48.65891659720767,221.48742932853568,2024-03-04,2024-03-11,FALLA,REEMPLAZADO,1918,-12466,-519.0,REEMPLAZADO,0
LED-00102,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,Philips,18,40000,2022-11-05,BAJA,24,25708,28656,111.47,2,2388,18.414588294579417,50.098128345817614,218.80648806163384,2025-07-16,2025-07-17,FALLA,REEMPLAZADO,1194,-2948,-123.0,REEMPLAZADO,0
LED-00103,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,LG,18,40000,2020-05-20,BAJA,24,42602,50232,117.91,2,4186,22.765109924862756,54.14728565650475,220.4710454848836,2024-12-29,2025-01-02,FALLA,REEMPLAZADO,2093,-7630,-318.0,REEMPLAZADO,0
LED-00104,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,Samsung,18,40000,2022-03-23,BAJA,24,33305,34104,102.4,2,2842,24.644955262301835,68.95080731999538,218.74578334091328,,,,OPERATIVO,1421,-799,-33.0,ALTO,2
LED-00105,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,Genérico A,18,40000,2021-04-21,BAJA,24,33996,42168,124.04,2,3514,22.595784905439295,65.25486330274816,218.83863425975773,2024-12-21,2024-12-27,FALLA,REEMPLAZADO,1757,-8172,-340.0,REEMPLAZADO,0
LED-00106,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,Philips,18,40000,2023-01-16,BAJA,24,41557,26928,64.8,2,2244,19.309247542925636,44.92797393792979,222.8874483213883,,,,OPERATIVO,1122,14629,610.0,BAJO,4
LED-00107,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,LG,18,40000,2021-08-07,BAJA,24,38402,39576,103.06,2,3298,24.532795515772616,53.17404725710655,220.26166657654946,2025-07-18,2025-07-23,FALLA,REEMPLAZADO,1649,-1174,-49.0,REEMPLAZADO,0
LED-00108,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,Osram,18,40000,2020-12-19,BAJA,24,53183,45120,84.84,2,3760,23.98087504141001,55.081611702774374,219.3932761708809,,,,OPERATIVO,1880,8063,336.0,MEDIO,3
LED-00109,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,Genérico A,18,40000,2023-04-14,BAJA,24,32885,24816,75.46,2,2068,22.993903967311937,43.50694122125092,223.63899274168085,,,,OPERATIVO,1034,8069,336.0,MEDIO,4
LED-00110,Piso -2,Estacionamiento,Estacionamiento - Sector 11,LED Tubo T8,LG,18,40000,2019-12-18,BAJA,24,43177,53928,124.9,2,4494,24.352201514162367,58.60218267785541,221.20076655185792,2024-03-27,2024-04-02,FALLA,REEMPLAZADO,2247,-10751,-448.0,REEMPLAZADO,0
LED-00111,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Philips,18,40000,2021-04-30,BAJA,24,39313,41952,106.71,2,3496,23.951570340581416,41.00597304207338,221.4193381092279,2025-04-14,2025-04-21,FALLA,REEMPLAZADO,1748,-2639,-110.0,REEMPLAZADO,0
LED-00112,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,LG,18,40000,2022-12-22,BAJA,24,39866,27528,69.05,2,2294,20.73665398972726,64.63771914016039,218.66379042173125,,,,OPERATIVO,1147,12338,514.0,BAJO,4
LED-00113,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Philips,18,40000,2022-07-09,BAJA,24,46876,31512,67.22,2,2626,23.77802054714453,61.601096096382236,221.84688579731178,,,,OPERATIVO,1313,15364,640.0,BAJO,4
LED-00114,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Samsung,18,40000,2022-10-19,BAJA,24,35524,29064,81.81,2,2422,20.014392471255622,50.37087980511758,219.08958630080855,,,,OPERATIVO,1211,6460,269.0,MEDIO,3
LED-00115,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Osram,18,40000,2022-01-09,BAJA,24,39632,35856,90.47,2,2988,25.57826671689452,44.6005420934824,221.5173789921008,,,,OPERATIVO,1494,3776,157.0,ALTO,3
LED-00116,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Samsung,18,40000,2023-03-01,BAJA,24,43513,25872,59.46,2,2156,18.144881470566723,66.16371726832455,223.59270969490169,,,,OPERATIVO,1078,17641,735.0,BAJO,5
LED-00117,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Osram,18,40000,2020-07-01,BAJA,24,53762,49224,91.56,2,4102,19.22031234331409,57.288650805004394,221.64029027829713,,,,OPERATIVO,2051,4538,189.0,ALTO,3
LED-00118,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Philips,18,40000,2019-12-06,BAJA,24,43438,54216,124.81,2,4518,25.40454810325421,53.52518114212396,218.67942827504453,2024-09-28,2024-10-03,FALLA,REEMPLAZADO,2259,-10778,-449.0,REEMPLAZADO,0
LED-00119,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Genérico B,18,40000,2023-07-03,BAJA,24,33056,22896,69.26,2,1908,18.43809311057625,50.05591724937703,222.81712069158806,,,,OPERATIVO,954,10160,423.0,BAJO,4
LED-00120,Piso -2,Estacionamiento,Estacionamiento - Sector 12,LED Tubo T8,Genérico B,18,40000,2022-04-05,BAJA,24,36646,33792,92.21,2,2816,22.299164823503382,67.59566849238281,220.07807596619577,2026-01-10,2026-01-13,FALLA,REEMPLAZADO,1408,2854,119.0,REEMPLAZADO,0
LED-00121,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Philips,18,40000,2020-11-11,BAJA,24,48395,46032,95.12,2,3836,19.126856163038397,45.2916095951867,220.99020663643688,2025-11-17,2025-11-21,FALLA,REEMPLAZADO,1918,2363,98.0,REEMPLAZADO,0
LED-00122,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Samsung,18,40000,2021-05-03,BAJA,24,31940,41880,131.12,2,3490,22.64470680222435,58.96792863758591,218.07856673953,2024-08-08,2024-08-13,FALLA,REEMPLAZADO,1745,-9940,-414.0,REEMPLAZADO,0
LED-00123,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Genérico B,18,40000,2022-08-30,BAJA,24,27823,30264,108.77,2,2522,18.68279734462915,69.90622755537842,221.01317006198747,2025-07-12,2025-07-15,FALLA,REEMPLAZADO,1261,-2441,-102.0,REEMPLAZADO,0
LED-00124,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Osram,18,40000,2021-05-25,BAJA,24,42946,41352,96.29,2,3446,19.679244744764688,66.94162868322141,219.23083784289204,2026-01-14,2026-01-21,FALLA,REEMPLAZADO,1723,1594,66.0,REEMPLAZADO,0
LED-00125,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Osram,18,40000,2021-01-13,BAJA,24,54121,44520,82.26,2,3710,21.626310677984222,55.7317080798274,220.64457648162937,,,,OPERATIVO,1855,9601,400.0,MEDIO,3
LED-00126,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Osram,18,40000,2019-09-06,BAJA,24,30788,56400,183.18,2,4700,19.45542504396217,65.85356863040552,223.6766927728018,2022-09-26,2022-10-02,FALLA,REEMPLAZADO,2350,-25612,-1067.0,REEMPLAZADO,0
LED-00127,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Genérico B,18,40000,2020-06-20,BAJA,24,24578,49488,201.35,2,4124,19.249220778929523,61.47916686542193,221.9535436514609,2022-11-10,2022-11-16,FALLA,REEMPLAZADO,2062,-24910,-1038.0,REEMPLAZADO,0
LED-00128,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,LG,18,40000,2020-11-09,BAJA,24,30212,46080,152.52,2,3840,23.375141948789828,40.59131613263092,218.62465149190746,2023-11-21,2023-11-28,FALLA,REEMPLAZADO,1920,-15868,-661.0,REEMPLAZADO,0
LED-00129,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Philips,18,40000,2021-12-03,BAJA,24,36469,36744,100.75,2,3062,19.945377527995632,61.66800795566978,223.13417880863773,2025-07-06,2025-07-07,FALLA,REEMPLAZADO,1531,-275,-11.0,REEMPLAZADO,0
LED-00130,Piso -2,Estacionamiento,Estacionamiento - Sector 13,LED Tubo T8,Philips,18,40000,2023-04-05,BAJA,24,44669,25032,56.04,2,2086,23.344681092565168,46.149528862474625,219.75888638156607,,,,OPERATIVO,1043,19637,818.0,BAJO,5
LED-00131,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Samsung,18,40000,2020-07-18,BAJA,24,27592,48816,176.92,2,4068,20.07538746745034,51.390772245018006,221.54176965508884,2023-05-12,2023-05-14,FALLA,REEMPLAZADO,2034,-21224,-884.0,REEMPLAZADO,0
LED-00132,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Philips,18,40000,2021-10-29,BAJA,24,50834,37584,73.93,2,3132,21.275293217529924,56.5614154255594,220.6167591748119,,,,OPERATIVO,1566,13250,552.0,MEDIO,4
LED-00133,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Philips,18,40000,2020-04-23,BAJA,24,42308,50880,120.26,2,4240,21.89944958599611,66.83656680682274,222.7991315356839,2024-12-15,2024-12-19,FALLA,REEMPLAZADO,2120,-8572,-357.0,REEMPLAZADO,0
LED-00134,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Samsung,18,40000,2020-08-10,BAJA,24,36833,48264,131.03,2,4022,22.333073717286936,59.00434659478442,219.54732611259922,2024-04-29,2024-04-30,FALLA,REEMPLAZADO,2011,-11431,-476.0,REEMPLAZADO,0
LED-00135,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Philips,18,40000,2020-09-26,BAJA,24,43014,47136,109.58,2,3928,20.17845861215495,40.551720296424,223.485792839363,2025-01-06,2025-01-07,FALLA,REEMPLAZADO,1964,-4122,-172.0,REEMPLAZADO,0
LED-00136,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Philips,18,40000,2022-07-18,BAJA,24,36662,31296,85.36,2,2608,20.192441765497648,56.6253400754738,221.9085223301112,,,,OPERATIVO,1304,5366,224.0,MEDIO,3
LED-00137,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Philips,18,40000,2023-03-16,BAJA,24,34285,25512,74.41,2,2126,25.20014913478484,66.21670232687546,221.58447861302184,,,,OPERATIVO,1063,8773,366.0,MEDIO,4
LED-00138,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,LG,18,40000,2022-04-08,BAJA,24,41050,33720,82.14,2,2810,19.4029702289876,67.4323583777488,220.51262314935244,,,,OPERATIVO,1405,7330,305.0,MEDIO,3
LED-00139,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Osram,18,40000,2020-05-23,BAJA,24,39472,50160,127.08,2,4180,18.66238934340101,58.09456328399165,219.47209465808794,2024-08-25,2024-08-29,FALLA,REEMPLAZADO,2090,-10688,-445.0,REEMPLAZADO,0
LED-00140,Piso -2,Estacionamiento,Estacionamiento - Sector 14,LED Tubo T8,Philips,18,40000,2020-04-02,BAJA,24,22429,51384,229.09,2,4282,23.752367241473962,48.91365146869525,221.39842784178137,2022-07-18,2022-07-20,FALLA,REEMPLAZADO,2141,-28955,-1206.0,REEMPLAZADO,0
LED-00141,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Philips,18,40000,2023-02-16,BAJA,24,57077,26184,45.87,2,2182,19.719523028726055,40.93549405183854,219.57358426579896,,,,OPERATIVO,1091,30893,1287.0,BAJO,5
LED-00142,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Osram,18,40000,2020-04-24,BAJA,24,37136,50856,136.94,2,4238,22.774742791335115,50.02731672450882,222.62547322247494,2024-03-09,2024-03-12,FALLA,REEMPLAZADO,2119,-13720,-572.0,REEMPLAZADO,0
LED-00143,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Samsung,18,40000,2021-10-24,BAJA,24,38348,37704,98.32,2,3142,24.5528185413936,63.982476369069374,222.16817882512657,2025-09-02,2025-09-03,FALLA,REEMPLAZADO,1571,644,27.0,REEMPLAZADO,0
LED-00144,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Genérico B,18,40000,2022-06-10,BAJA,24,41645,32208,77.34,2,2684,20.887791175520213,42.747462199799024,223.50388145277347,,,,OPERATIVO,1342,9437,393.0,MEDIO,4
LED-00145,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,LG,18,40000,2021-10-28,BAJA,24,28405,37608,132.4,2,3134,24.452489182891597,59.76350100132152,222.15365938710713,2024-11-19,2024-11-20,FALLA,REEMPLAZADO,1567,-9203,-383.0,REEMPLAZADO,0
LED-00146,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Philips,18,40000,2021-05-14,BAJA,24,39461,41616,105.46,2,3468,19.769675534556818,69.63004023989942,223.66435603811968,2025-06-24,2025-06-26,FALLA,REEMPLAZADO,1734,-2155,-90.0,REEMPLAZADO,0
LED-00147,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Philips,18,40000,2019-12-20,BAJA,24,43081,53880,125.07,2,4490,25.395169563012242,69.13174735496104,223.66559893468062,2024-05-02,2024-05-05,FALLA,REEMPLAZADO,2245,-10799,-450.0,REEMPLAZADO,0
LED-00148,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Osram,18,40000,2021-10-24,BAJA,24,39702,37704,94.97,2,3142,24.756395188280564,49.57301419729767,222.97349284490406,,,,OPERATIVO,1571,1998,83.0,ALTO,3
LED-00149,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Genérico B,18,40000,2023-03-07,BAJA,24,31971,25728,80.47,2,2144,18.61562561303367,60.88866327634419,220.0392497826084,,,,OPERATIVO,1072,6243,260.0,MEDIO,3
LED-00150,Piso -2,Estacionamiento,Estacionamiento - Sector 15,LED Tubo T8,Philips,18,40000,2020-02-07,BAJA,24,37211,52704,141.63,2,4392,22.315930339002698,63.721694945168906,219.91251501759243,2023-11-19,2023-11-20,FALLA,REEMPLAZADO,2196,-15493,-646.0,REEMPLAZADO,0
LED-00151,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Genérico B,18,40000,2023-01-10,BAJA,8,40024,9024,22.55,6,6768,18.195206252452305,66.1029662170279,218.12761646510234,,,,OPERATIVO,1128,31000,3875.0,BAJO,5
LED-00152,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Philips,18,40000,2022-05-23,BAJA,8,45662,10880,23.83,6,8160,25.51254158810317,63.963497073209965,223.98760466320002,,,,OPERATIVO,1360,34782,4348.0,BAJO,5
LED-00153,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Samsung,18,40000,2022-11-04,BAJA,8,48182,9560,19.84,6,7170,23.02004370574696,66.21031342559016,223.90450081519577,,,,OPERATIVO,1195,38622,4828.0,BAJO,5
LED-00154,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Genérico B,18,40000,2023-03-15,BAJA,8,30839,8512,27.6,6,6384,21.37085601821656,62.12746904766674,219.4326628746098,,,,OPERATIVO,1064,22327,2791.0,BAJO,5
LED-00155,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Genérico A,18,40000,2021-07-07,BAJA,8,33383,13440,40.26,6,10080,19.86886200839928,41.26279568909086,218.1072436084005,,,,OPERATIVO,1680,19943,2493.0,BAJO,5
LED-00156,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Osram,18,40000,2021-02-16,BAJA,8,36896,14568,39.48,6,10926,21.074613177277453,60.389418480792095,219.3095233271904,,,,OPERATIVO,1821,22328,2791.0,BAJO,5
LED-00157,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Genérico A,18,40000,2019-08-23,BAJA,8,36420,18912,51.93,6,14184,21.739212089998958,58.40234167632123,219.00220367655245,,,,OPERATIVO,2364,17508,2188.0,BAJO,5
LED-00158,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Osram,18,40000,2019-12-02,BAJA,8,36747,18104,49.27,6,13578,25.541854193081004,59.48939946977106,221.64642076927316,,,,OPERATIVO,2263,18643,2330.0,BAJO,5
LED-00159,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Samsung,18,40000,2019-11-04,BAJA,8,27649,18328,66.29,6,13746,19.491506097154037,63.3875342070026,220.1007515550004,,,,OPERATIVO,2291,9321,1165.0,BAJO,4
LED-00160,Piso -2,Bodegas,Bodegas - Sector 1,LED Tubo T8,Genérico A,18,40000,2021-11-27,BAJA,8,34878,12296,35.25,6,9222,25.070287079707406,67.83256849585639,223.9694469358786,,,,OPERATIVO,1537,22582,2823.0,BAJO,5
LED-00161,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Genérico B,18,40000,2023-01-02,BAJA,8,32768,9088,27.73,6,6816,19.23116725071884,64.47499374971854,219.34664343101997,,,,OPERATIVO,1136,23680,2960.0,BAJO,5
LED-00162,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Genérico B,18,40000,2022-10-31,BAJA,8,26191,9592,36.62,6,7194,22.743519478733624,57.402586235134336,218.54892102438652,,,,OPERATIVO,1199,16599,2075.0,BAJO,5
LED-00163,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Osram,18,40000,2022-12-26,BAJA,8,36865,9144,24.8,6,6858,25.645211985838028,65.86382851796353,222.85709644834927,,,,OPERATIVO,1143,27721,3465.0,BAJO,5
LED-00164,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,LG,18,40000,2022-09-18,BAJA,8,43959,9936,22.6,6,7452,18.695894079291282,52.25359639212096,220.2361311020739,,,,OPERATIVO,1242,34023,4253.0,BAJO,5
LED-00165,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Osram,18,40000,2020-03-12,BAJA,8,47550,17296,36.37,6,12972,19.76146561559849,60.49776290978788,218.4567851569418,,,,OPERATIVO,2162,30254,3782.0,BAJO,5
LED-00166,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Philips,18,40000,2021-08-30,BAJA,8,35927,13008,36.21,6,9756,21.844692618613184,57.77223353978553,222.9480857955509,,,,OPERATIVO,1626,22919,2865.0,BAJO,5
LED-00167,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Philips,18,40000,2020-01-12,BAJA,8,52118,17776,34.11,6,13332,25.029039890841265,63.92278064820785,221.95071100795056,,,,OPERATIVO,2222,34342,4293.0,BAJO,5
LED-00168,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Genérico A,18,40000,2020-10-01,BAJA,8,29806,15672,52.58,6,11754,23.66690381372028,65.11039985091017,222.1848287700157,,,,OPERATIVO,1959,14134,1767.0,BAJO,5
LED-00169,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Samsung,18,40000,2023-04-20,BAJA,8,48397,8224,16.99,6,6168,25.046966073591427,66.15530583235696,218.17548369820736,,,,OPERATIVO,1028,40173,5022.0,BAJO,5
LED-00170,Piso -2,Bodegas,Bodegas - Sector 2,LED Tubo T8,Philips,18,40000,2021-03-18,BAJA,8,55153,14328,25.98,6,10746,20.680950834073137,62.30524768874823,218.96455937628986,,,,OPERATIVO,1791,40825,5103.0,BAJO,5
LED-00171,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Genérico A,18,40000,2023-05-04,BAJA,8,38848,8112,20.88,6,6084,22.935415347005936,69.43558534082271,221.79088116210002,,,,OPERATIVO,1014,30736,3842.0,BAJO,5
LED-00172,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Philips,18,40000,2022-11-08,BAJA,8,43679,9528,21.81,6,7146,22.319883037726843,63.39536185453431,218.64188383296175,,,,OPERATIVO,1191,34151,4269.0,BAJO,5
LED-00173,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,LG,18,40000,2022-02-12,BAJA,8,42890,11680,27.23,6,8760,23.060975145071584,67.96084316530053,218.61505836794407,,,,OPERATIVO,1460,31210,3901.0,BAJO,5
LED-00174,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Philips,18,40000,2021-02-09,BAJA,8,56138,14624,26.05,6,10968,18.542696472841374,49.02890700840449,222.24903253187168,,,,OPERATIVO,1828,41514,5189.0,BAJO,5
LED-00175,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Samsung,18,40000,2021-03-10,BAJA,8,40192,14392,35.81,6,10794,18.365936270500104,66.14610418457129,223.84093381506437,,,,OPERATIVO,1799,25800,3225.0,BAJO,5
LED-00176,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Samsung,18,40000,2022-12-16,BAJA,8,36592,9224,25.21,6,6918,19.040689921045058,62.747895877870675,218.1475214987528,,,,OPERATIVO,1153,27368,3421.0,BAJO,5
LED-00177,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Philips,18,40000,2019-09-17,BAJA,8,54612,18712,34.26,6,14034,20.189013330253328,69.91373500473134,220.55708781341585,,,,OPERATIVO,2339,35900,4488.0,BAJO,5
LED-00178,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Genérico B,18,40000,2020-07-11,BAJA,8,33622,16328,48.56,6,12246,24.358476389999435,60.81046677344466,219.32461767673257,,,,OPERATIVO,2041,17294,2162.0,BAJO,5
LED-00179,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Philips,18,40000,2021-07-07,BAJA,8,44344,13440,30.31,6,10080,25.606908498003282,44.531736753427005,220.5940088062556,,,,OPERATIVO,1680,30904,3863.0,BAJO,5
LED-00180,Piso -2,Bodegas,Bodegas - Sector 3,LED Tubo T8,Samsung,18,40000,2022-10-03,BAJA,8,37522,9816,26.16,6,7362,23.108207581312683,51.92783193888383,219.64529121409203,,,,OPERATIVO,1227,27706,3463.0,BAJO,5
LED-00181,Piso -2,Bodegas,Bodegas - Sector 4,LED Tubo T8,Osram,18,40000,2023-05-09,BAJA,8,42391,8072,19.04,6,6054,19.704837632200665,40.93402248653534,221.9100009522553,,,,OPERATIVO,1009,34319,4290.0,BAJO,5
LED-00182,Piso -2,Bodegas,Bodegas - Sector 4,LED Tubo T8,Osram,18,40000,2023-05-13,BAJA,8,42244,8040,19.03,6,6030,21.785679253532457,69.04580283744166,219.11315309421872,,,,OPERATIVO,1005,34204,4276.0,BAJO,5
LED-00183,Piso -2,Bodegas,Bodegas - Sector 4,LED Tubo T8,Genérico A,18,40000,2022-05-29,BAJA,8,39420,10832,27.48,6,8124,24.088191927543992,58.78660964894246,218.78746926609432,,,,OPERATIVO,1354,28588,3574.0,BAJO,5
LED-00184,Piso -2,Bodegas,Bodegas - Sector 4,LED Tubo T8,LG,18,40000,2019-11-06,BAJA,8,40273,18312,45.47,6,13734,22.933202516165906,63.89611872928529,220.88913410907531,,,,OPERATIVO,2289,21961,2745.0,BAJO,5
LED-00185,Piso -2,Bodegas,Bodegas - Sector 4,LED Tubo T8,Philips,18,40000,2020-06-12,BAJA,8,35553,16560,46.58,6,12420,18.513671496601074,57.45914205743196,219.6139604266106,,,,OPERATIVO,2070,18993,2374.0,BAJO,5
